release_date,movie,production_budget,domestic_gross,genres,studio,foreign_gross,domestic_ROI_percent,domestic_Profit
2012-03-20,SnowWhiteADeadlySummer,1000000,0,,,,0.0,-1000000
2012-10-09,TruthorDie,1000000,0,,,,0.0,-1000000
2013-05-14,BlackRock,1000000,0,,,,0.0,-1000000
2014-01-07,HiddenAway,1000000,0,,,,0.0,-1000000
2013-10-04,MyLastDayWithoutYou,1000000,0,,,,0.0,-1000000
2013-10-08,ZombieHunter,1000000,0,,,,0.0,-1000000
2014-12-31,DocHollidaysRevenge,1000000,0,,,,0.0,-1000000
2014-06-24,AFineStep,1000000,0,,,,0.0,-1000000
2015-02-10,FearClinic,1000000,0,,,,0.0,-1000000
2015-03-10,ThePet,1000000,0,,,,0.0,-1000000
2014-12-31,BangBangBaby,1000000,0,,,,0.0,-1000000
2016-04-08,Hush,1000000,0,,,,0.0,-1000000
2016-03-01,1982,1000000,0,,,,0.0,-1000000
2015-10-27,TheHorrorNetwork,1000000,0,,,,0.0,-1000000
2016-12-31,ChemicalCut,1000000,0,,,,0.0,-1000000
2015-12-22,Poramorenelcaserio,1000000,0,,,,0.0,-1000000
2014-01-10,BansheeChapter,950000,0,,,,0.0,-950000
2012-12-31,Trance,950000,0,"Crime,Drama,Mystery",FoxS,21900000,0.0,-950000
2014-08-12,Jesse,950000,0,,,,0.0,-950000
2015-03-03,AskMeAnything,950000,0,,,,0.0,-950000
2012-04-13,LfeHappens,930000,30905,,,,3.323118279569892,-899095
2017-05-12,Lowriders,916000,6179955,,,,674.6675764192139,5263955
2014-11-21,FoodChains,913000,0,,,,0.0,-913000
2013-07-12,FruitvaleStation,900000,16098998,,Wein.,1300000,1788.7775555555556,15198998
2016-04-01,MeettheBlacks,900000,9097072,,,,1010.7857777777778,8197072
2011-08-26,Circumstance,900000,454121,,RAtt.,,50.45788888888889,-445879
2012-04-27,TheGiantMechanicalMan,900000,7396,,,,0.8217777777777777,-892604
2013-04-05,TheBrassTeapot,900000,6997,,,,0.7774444444444444,-893003
2014-12-31,40Weeks,900000,0,,,,0.0,-900000
2015-05-05,LebonheurdElza,900000,0,,,,0.0,-900000
2012-08-31,ForaGoodTimeCall,850000,1251749,,Focus,,147.26458823529413,401749
2015-08-28,WindsorDrive,850000,3256,,,,0.3830588235294118,-846744
2012-12-31,Snitch,850000,0,,LG/S,,0.0,-850000
2012-08-03,CelesteandJesseForever,840000,3103407,,SPC,,369.4532142857143,2263407
2011-12-30,JodaeiyeNaderazSimin,800000,7098492,,,,887.3115,6298492
2014-09-19,NotCool,800000,35688,,,,4.460999999999999,-764312
2012-02-03,KillList,800000,29063,,IFC,143000,3.632875,-770937
2015-01-09,Vessel,800000,0,,,,0.0,-800000
2011-09-09,KevinHartLaughatMyPain,750000,7706436,,,,1027.5248,6956436
2012-06-08,SafetyNotGuaranteed,750000,4010957,"Comedy,Drama,Romance",FD,,534.7942666666667,3260957
2012-02-03,TheInnkeepers,750000,78396,,Magn.,,10.4528,-671604
2014-08-29,Ilconformista,750000,59656,,,,7.954133333333334,-690344
2013-10-11,AlltheBoysLoveMandyLane,750000,0,,RTWC,1900000,0.0,-750000
2014-12-31,Destiny,750000,0,,,,0.0,-750000
2016-01-05,Adulterers,750000,0,,,,0.0,-750000
2017-08-04,Columbus,700000,1017107,,,,145.301,317107
2010-01-26,BGirl,700000,0,,,,0.0,-700000
2015-03-13,Walter,700000,0,,,,0.0,-700000
2013-10-11,EscapefromTomorrow,650000,171962,,,,26.455692307692306,-478038
2018-12-14,ThatWayMadnessLies,650000,1447,,,,0.2226153846153846,-648553
2012-12-31,After,650000,0,,,,0.0,-650000
2014-12-31,TheHadzaLastoftheFirst,650000,0,,,,0.0,-650000
2013-12-31,Treachery,625000,0,,,,0.0,-625000
2014-05-02,WaterPower,600000,42557,,,,7.092833333333333,-557443
2015-05-22,DrunkWedding,600000,3301,,,,0.5501666666666667,-596699
2016-03-04,TheyWillHavetoKillUsFirst,600000,0,,BBC,,0.0,-600000
2014-08-08,TheMaidsRoom,600000,0,,,,0.0,-600000
2014-12-31,LightfromtheDarkroom,600000,0,,,,0.0,-600000
2015-02-24,Irreplaceable,600000,0,,,,0.0,-600000
2011-07-29,TheHarvestLaCosecha,560000,3709,,,,0.6623214285714286,-556291
2015-12-31,JulijainalfaRomeo,560000,0,,,,0.0,-560000
2014-09-12,FaithConnections,550000,9111,,,,1.6565454545454545,-540889
2012-03-06,HighRoad,546173,0,,,,0.0,-546173
2010-01-22,ToSaveaLife,500000,3777210,,Gold.,45800,755.442,3277210
2011-07-08,SholemAleichemLaughingintheDarkness,500000,1131261,,,,226.25220000000002,631261
2013-08-23,DrinkingBuddies,500000,343706,,,,68.7412,-156294
2010-10-29,Monsters,500000,237301,,Magn.,4000000,47.4602,-262699
2013-04-17,DeceptivePracticeTheMysteriesandMentorsofRickyJay,500000,152449,,,,30.4898,-347551
2012-09-28,TheOtherDreamTeam,500000,134109,,,,26.8218,-365891
2015-12-11,OMeninoeoMundo,500000,129479,,,,25.8958,-370521
2011-04-01,Rubber,500000,100370,,Magn.,,20.074,-399630
2010-05-14,TheLivingWake,500000,12232,,,,2.4464,-487768
2014-09-10,BorntoFlyElizabethStrebvsGravity,500000,1822,,,,0.3644,-498178
2013-06-28,DetentionoftheDead,500000,1778,,,,0.3556,-498222
2018-05-11,HigherPower,500000,528,,,,0.10560000000000001,-499472
2013-01-08,NowisGood,500000,0,,,,0.0,-500000
2010-12-31,Drones,500000,0,,,,0.0,-500000
2012-04-03,EnterNowhere,500000,0,,,,0.0,-500000
2012-07-17,GirlsGoneDead,500000,0,,,,0.0,-500000
2014-12-31,AmericaIsStillThePlace,500000,0,,,,0.0,-500000
2015-07-24,TheOutrageousSophieTucker,500000,0,,,,0.0,-500000
2015-03-10,Subconscious,500000,0,,,,0.0,-500000
2015-04-14,Roadside,500000,0,,,,0.0,-500000
2014-12-31,DiamondRuff,500000,0,,,,0.0,-500000
2015-02-10,LoveintheTimeofMonsters,500000,0,,,,0.0,-500000
2012-12-31,ElreydeNajayo,500000,0,,,,0.0,-500000
2015-12-31,FighttotheFinish,500000,0,,,,0.0,-500000
2013-12-31,BuckyandtheSquirrels,500000,0,,,,0.0,-500000
2015-06-23,Crossroads,500000,0,,,,0.0,-500000
2015-08-11,AlleluiaTheDevilsCarnival,500000,0,,,,0.0,-500000
2015-12-01,BrooklynBizarre,500000,0,,,,0.0,-500000
2014-12-31,TheSoundandtheShadow,500000,0,,,,0.0,-500000
2015-12-31,RodeoGirl,500000,0,,,,0.0,-500000
2015-11-10,TheLittlePonderosaZoo,500000,0,,,,0.0,-500000
2015-11-20,Siakhlokhamimhaslilimhagnouzim,450000,41260,,,,9.168888888888889,-408740
2014-07-11,AsItIsinHeaven,450000,13486,,,,2.996888888888889,-436514
2014-07-01,MutualFriends,450000,0,,,,0.0,-450000
2014-12-31,RiseOftheEntrepreneurTheSearchForABetterWay,450000,0,,,,0.0,-450000
2014-04-25,BlueRuin,420000,258384,,,,61.519999999999996,-161616
2010-10-15,IWantYourMoney,400000,433588,,,,108.397,33588
2015-03-31,Viskningarochrop,400000,0,,,,0.0,-400000
2014-12-31,Pancakes,400000,0,,,,0.0,-400000
2010-09-01,MyDogTulip,350000,246574,,,,70.44971428571428,-103426
2015-10-20,RotorDR1,350000,0,,,,0.0,-350000
2010-06-25,Kynodontas,323000,110248,,,,34.13250773993808,-212752
2011-03-11,3Backyards,300000,39475,,,,13.158333333333333,-260525
2012-11-09,NothingButaMan,300000,17241,,,,5.747,-282759
2014-03-28,Locker13,300000,3496,,,,1.1653333333333333,-296504
2015-10-23,TheLookingGlass,300000,1711,,,,0.5703333333333334,-298289
2014-10-31,AllYouNeedIsLove,300000,0,,,,0.0,-300000
2012-07-03,SomeGuyWhoKillsPeople,300000,0,,,,0.0,-300000
2013-08-07,MidnightCabaret,300000,0,,,,0.0,-300000
2015-03-10,TeethandBlood,300000,0,,,,0.0,-300000
2015-12-31,WalkingtoParis,300000,0,,,,0.0,-300000
2010-12-31,AndersonsCross,300000,0,,,,0.0,-300000
2015-12-08,AmidsttheDevilsWings,300000,0,,,,0.0,-300000
2010-12-31,DeathCalls,290000,0,,,,0.0,-290000
2012-08-17,Compliance,270000,319285,,Magn.,,118.25370370370369,49285
2017-04-28,Sleight,250000,3930990,,,,1572.396,3680990
2011-10-28,LikeCrazy,250000,3395391,,ParV,336000,1358.1564,3145391
2013-08-02,TheCanyons,250000,59671,,IFC,,23.8684,-190329
2014-08-15,Nightlights,250000,21147,,,,8.4588,-228853
2014-06-06,Test,250000,18823,,,,7.5291999999999994,-231177
2015-03-24,AlongtheRoadside,250000,0,,,,0.0,-250000
2010-10-05,Rust,250000,0,,,,0.0,-250000
2010-12-31,TheChristmasBunny,250000,0,,,,0.0,-250000
2012-12-18,TheFrozen,250000,0,,,,0.0,-250000
2014-04-11,JesusPeople,250000,0,,,,0.0,-250000
2010-12-31,Butterfly,250000,0,,,,0.0,-250000
2015-02-03,UnDivided,250000,0,,,,0.0,-250000
2014-12-31,HorseCamp,250000,0,,,,0.0,-250000
2015-02-24,GiveMeShelter,250000,0,,,,0.0,-250000
2011-12-31,RocktheHouse,250000,0,,,,0.0,-250000
2015-12-31,ShootingtheWarwicks,250000,0,,,,0.0,-250000
2015-08-18,TheLoveLetter,250000,0,,,,0.0,-250000
2015-10-09,WesternReligion,250000,0,,,,0.0,-250000
2015-01-01,411,250000,0,,,,0.0,-250000
2012-07-20,Burn,225000,1109276,,,,493.0115555555555,884276
2011-02-25,TheGraceCard,200000,2430735,,,,1215.3675,2230735
2015-06-19,TheOvernight,200000,1109808,,,,554.904,909808
2012-10-12,MiddleofNowhere,200000,236806,,,,118.40299999999999,36806
2014-03-14,TheWord,200000,3648,,,,1.8239999999999998,-196352
2014-09-12,ArchaeologyofaWoman,200000,0,,,,0.0,-200000
2014-08-26,SanctuaryQuiteaConundrum,200000,0,,,,0.0,-200000
2015-09-29,TheresaIsaMother,200000,0,,,,0.0,-200000
2015-11-10,PerfectCowboy,200000,0,,,,0.0,-200000
2014-12-31,H,200000,0,,,,0.0,-200000
2011-09-23,Weekend,190000,484592,,,,255.0484210526316,294592
2015-02-27,ButterflyGirl,180000,17503,,,,9.723888888888888,-162497
2017-06-16,Arrowhead,180000,0,,,,0.0,-180000
2011-07-22,AnotherEarth,175000,1321194,,FoxS,456000,754.9680000000001,1146194
2013-08-23,SparrowsDance,175000,2602,,,,1.4868571428571429,-172398
2015-09-04,HeroesofDirt,175000,0,,,,0.0,-175000
2016-06-03,TheFits,170000,166425,,,,97.89705882352942,-3575
2015-12-31,Lumeaeamea,168000,0,,,,0.0,-168000
2015-04-17,AntarcticEdge70ÂºSouth,150000,7193,,,,4.795333333333334,-142807
2015-08-21,TopSpin,150000,5858,,,,3.9053333333333335,-144142
2013-12-31,SpeakNoEvil,150000,0,,,,0.0,-150000
2013-05-03,Aroused,150000,0,,,,0.0,-150000
2015-12-31,EscapingtheHolocost,150000,0,,,,0.0,-150000
2012-04-27,SoundofMyVoice,135000,408015,,FoxS,,302.23333333333335,273015
2014-07-18,AnAmericaninHollywood,125000,0,,,,0.0,-125000
2015-08-11,TheBrainThatSings,125000,0,,,,0.0,-125000
2015-12-31,RomanticSchemer,125000,0,,,,0.0,-125000
2012-06-15,YourSistersSister,120000,1597486,,IFC,,1331.2383333333332,1477486
2016-05-24,UneFemmeMariÃ©e,120000,0,,,,0.0,-120000
2015-07-10,TheGallows,100000,22764410,,WB (NL),20200000,22764.41,22664410
2017-07-07,AGhostStory,100000,1594798,,A24,,1594.798,1494798
2014-03-21,CheapThrills,100000,59424,,,,59.424,-40576
2014-06-19,ThePastisaGrotesqueAnimal,100000,20056,,,,20.055999999999997,-79944
2012-05-18,IndieGameTheMovie,100000,0,,,,0.0,-100000
2014-12-31,DudeWheresMyDog,100000,0,,,,0.0,-100000
2014-06-10,EchoDr,100000,0,,,,0.0,-100000
2015-03-17,Closure,100000,0,,,,0.0,-100000
2015-12-31,LunchtimeHeroes,100000,0,,,,0.0,-100000
2015-03-25,OpenSecret,100000,0,,,,0.0,-100000
2015-11-10,TheNightVisitor,100000,0,,,,0.0,-100000
2015-07-07,TigerOrange,100000,0,,,,0.0,-100000
2015-07-17,DawnoftheCrescentMoon,75000,8799,,,,11.732,-66201
2015-09-29,QueenCrab,75000,0,,,,0.0,-75000
2014-07-25,HappyChristmas,70000,30312,,,,43.30285714285714,-39688
2011-12-31,Absentia,70000,0,,,,0.0,-70000
2013-01-25,SupportingCharacters,60000,4917,,,,8.195,-55083
2012-03-16,TheFP,60000,0,,,,0.0,-60000
2012-12-31,Hayride,60000,0,,,,0.0,-60000
2013-10-04,TheDirties,55000,0,,,,0.0,-55000
2010-11-12,TinyFurniture,50000,391674,,IFC,,783.348,341674
2015-07-31,Counting,50000,8374,,,,16.747999999999998,-41626
2014-02-14,DownandDangerous,50000,0,,,,0.0,-50000
2015-08-04,BendingSteel,50000,0,,,,0.0,-50000
2015-09-01,RunHideDie,50000,0,,,,0.0,-50000
2014-12-31,TheImageRevolution,50000,0,,,,0.0,-50000
2013-10-25,ATrueStory,45000,0,,,,0.0,-45000
2013-06-21,ThisIsMartinBonner,42000,0,,,,0.0,-42000
2010-03-12,TheExplodingGirl,40000,25572,,,,63.93,-14428
2011-02-11,RaymondDidIt,40000,3632,,,,9.08,-36368
2012-03-31,ForeignLetters,40000,0,,,,0.0,-40000
2013-10-25,HerCryLaLloronaInvestigation,35000,0,,,,0.0,-35000
2014-12-31,Happy40th,35000,0,,,,0.0,-35000
2016-03-18,Krisha,30000,144822,,,,482.74,114822
2010-10-15,DownTerrace,30000,9812,,,,32.70666666666667,-20188
2013-12-31,Paraphobia,30000,0,,,,0.0,-30000
2017-01-27,Emily,27000,3547,,,,13.137037037037036,-23453
2015-09-01,Exeter,25000,0,,,,0.0,-25000
2015-04-21,Ten,25000,0,,,,0.0,-25000
2015-12-01,DutchKills,25000,0,,,,0.0,-25000
2014-12-31,DrySpell,22000,0,,,,0.0,-22000
2013-01-04,AllSuperheroesMustDie,20000,0,,,,0.0,-20000
2015-04-21,TheFrontMan,20000,0,,,,0.0,-20000
2011-11-25,TheRidges,17300,0,,,,0.0,-17300
2010-04-02,BreakingUpwards,15000,115592,,,,770.6133333333333,100592
2014-12-31,StoriesofOurLives,15000,0,,,,0.0,-15000
2015-05-19,FamilyMotocross,10000,0,,,,0.0,-10000
2012-01-13,Newlyweds,9000,4584,,,,50.93333333333333,-4416
2018-12-31,Red11,7000,0,,,,0.0,-7000
2015-09-29,APlagueSoPleasant,1400,0,,,,0.0,-1400
