release_date,movie,production_budget,domestic_gross,genres,studio,foreign_gross,domestic_ROI_percent,domestic_Profit
2012-10-26,Mientrasduermes,5000000,0,,,,0.0,-5000000
2014-12-05,DyingoftheLight,5000000,0,,,,0.0,-5000000
2016-09-02,YogaHosers,5000000,0,,,,0.0,-5000000
2010-12-31,Psych9,5000000,0,,,,0.0,-5000000
2014-11-21,ReachMe,5000000,0,,,,0.0,-5000000
2014-08-18,HenryMe,5000000,0,,,,0.0,-5000000
2015-01-27,BornofWar,5000000,0,,,,0.0,-5000000
2015-01-09,LetsKillWardsWife,5000000,0,,,,0.0,-5000000
2015-01-13,CapricornOne,5000000,0,,,,0.0,-5000000
2011-12-31,WeHaveYourHusband,5000000,0,,,,0.0,-5000000
2012-12-31,ShouldveBeenRomeo,5000000,0,,,,0.0,-5000000
2015-12-31,AztecWarrior,5000000,0,,,,0.0,-5000000
2015-09-25,NavySEALvsZombies,5000000,0,,,,0.0,-5000000
2016-03-15,TheHatching,5000000,0,,,,0.0,-5000000
2015-10-27,RunningForever,5000000,0,,,,0.0,-5000000
2015-01-23,Mommy,4900000,3498695,,RAtt.,,71.4019387755102,-1401305
2010-08-20,SoulKitchen,4900000,276901,,IFC,17600000,5.651040816326531,-4623099
2012-08-17,TheAwakening,4900000,95933,,,,1.9578163265306123,-4804067
2013-07-19,OnlyGodForgives,4800000,775849,"Crime,Drama",RTWC,9900000,16.163520833333333,-4024151
2011-09-30,TakeShelter,4750000,1728953,,SPC,1400000,36.39901052631579,-3021047
2011-12-31,WithoutMen,4700000,0,,,,0.0,-4700000
2015-03-10,TreadingWater,4700000,0,,,,0.0,-4700000
2012-09-14,Barfi,4600000,2804874,,UTV,,60.975521739130436,-1795126
2011-06-24,Lenomdesgens,4600000,514237,,,,11.179065217391305,-4085763
2016-03-25,TheLobster,4500000,9196278,"Comedy,Drama,Romance",,,204.36173333333332,4696278
2011-09-02,SalvandoalSoldadoPerez,4500000,1400726,,,,31.127244444444447,-3099274
2011-08-19,NannerllasoeurdeMozart,4500000,707885,,,,15.730777777777776,-3792115
2010-07-23,LifeDuringWartime,4500000,281447,,IFC,487000,6.254377777777778,-4218553
2011-10-07,Blackthorn,4500000,200558,,Magn.,423000,4.456844444444444,-4299442
2015-05-08,Maggie,4500000,187112,,RAtt.,,4.158044444444445,-4312888
2010-04-09,AfterLife,4500000,108596,,Anch.,1900000,2.4132444444444445,-4391404
2010-07-23,SpokenWord,4500000,32961,,,,0.7324666666666667,-4467039
2013-03-01,TheSweeney,4500000,26345,,EOne,6300000,0.5854444444444444,-4473655
2014-09-04,FalconRising,4500000,11774,,Free,,0.2616444444444444,-4488226
2013-06-25,HanselGretelGetBaked,4500000,0,,,,0.0,-4500000
2014-11-07,Fugly,4500000,0,,,,0.0,-4500000
2015-08-28,Zipper,4500000,0,,,,0.0,-4500000
2015-11-03,TheFinalGirls,4500000,0,,,,0.0,-4500000
2017-12-01,DaisyWinters,4500000,0,,,,0.0,-4500000
2016-12-31,Airlift2016,4400000,0,,,,0.0,-4400000
2015-09-29,RLStinesMonstervilleTheCabinetofSouls,4400000,0,,,,0.0,-4400000
2014-06-06,Anna,4357373,0,,VE,,0.0,-4357373
2012-07-11,SnabbaCash,4300000,188870,,,,4.392325581395349,-4111130
2010-08-13,AnimalKingdom,4200000,1044039,,SPC,5700000,24.858071428571428,-3155961
2010-05-28,GeorgeARomerosSurvivaloftheDead,4200000,101740,,Magn.,41500,2.4223809523809523,-4098260
2011-10-21,Cargo,4200000,0,,,,0.0,-4200000
2015-01-23,TheBoyNextDoor,4000000,36006065,,Uni.,17000000,900.151625,32006065
2014-07-11,Boyhood,4000000,25379975,Drama,IFC,19100000,634.4993750000001,21379975
2010-07-09,TheKidsAreAllRight,4000000,20811365,"Comedy,Drama,Romance",Focus,13900000,520.284125,16811365
2014-04-18,AHauntedHouse2,4000000,17329487,,ORF,6600000,433.237175,13329487
2013-03-01,TheLastExorcismPartII,4000000,15179303,,CBS,,379.482575,11179303
2016-05-13,TheDarkness,4000000,10753574,,BH Tilt,,268.83935,6753574
2012-08-24,Samsara,4000000,2672413,,Osci.,,66.810325,-1327587
2011-06-17,TheArtofGettingBy,4000000,1430241,,FoxS,,35.756025,-2569759
2011-09-23,RedState,4000000,1065429,,SMod,,26.635725,-2934571
2012-10-17,HolyMotors,4000000,641054,,IM,,16.02635,-3358946
2014-06-13,TheSignal,4000000,600896,,,,15.0224,-3399104
2014-03-07,TheFaceofLove,4000000,385069,,IFC,,9.626725,-3614931
2014-04-11,Joe,4000000,373375,,,,9.334375,-3626625
2017-08-25,Polinadansersavie,4000000,165203,,,,4.130075,-3834797
2015-04-10,DesertDancer,4000000,155271,,Rela.,,3.8817749999999998,-3844729
2015-01-30,GutenTagRamon,4000000,154356,,,,3.8588999999999998,-3845644
2015-06-19,Manglehorn,4000000,132270,,IFC,,3.30675,-3867730
2010-04-02,Taumingchong,4000000,129078,,,,3.22695,-3870922
2011-04-01,Trust,4000000,120016,,,,3.0004,-3879984
2011-04-22,StakeLand,4000000,33245,,IFC,,0.8311249999999999,-3966755
2015-02-27,PraiadoFuturo,4000000,20620,,,,0.5155,-3979380
2014-04-18,13Sins,4000000,9134,,RTWC,,0.22835,-3990866
2011-11-18,AnotherHappyDay,4000000,9120,,P4,347000,0.22799999999999998,-3990880
2013-02-22,Inescapable,4000000,4327,,,,0.10817500000000001,-3995673
2017-12-31,PerfectosDesconocidos,4000000,0,,,,0.0,-4000000
2013-12-31,Geografglobuspropil,4000000,0,,,,0.0,-4000000
2012-03-20,ALonelyPlacetoDie,4000000,0,,,,0.0,-4000000
2012-06-01,TheLovedOnes,4000000,0,,,,0.0,-4000000
2012-11-09,Replicas,4000000,0,,,,0.0,-4000000
2012-12-31,TheHelpers,4000000,0,,,,0.0,-4000000
2015-12-31,TheVeil,4000000,0,,,,0.0,-4000000
2014-07-11,ThePerfectWave,4000000,0,,,,0.0,-4000000
2012-12-31,HowtoFallinLove,4000000,0,,,,0.0,-4000000
2015-09-08,ChainofCommand,4000000,0,,,,0.0,-4000000
2011-01-14,DownforLife,3800000,41914,,,,1.103,-3758086
2010-04-30,TheGoodHeart,3800000,20930,,Magn.,323000,0.5507894736842105,-3779070
2018-10-05,Hevireissu,3800000,10153,,,,0.2671842105263158,-3789847
2010-11-05,FourLions,3750000,310007,,Drft.,4400000,8.266853333333334,-3439993
2010-02-19,Defendor,3750000,44462,,,,1.1856533333333334,-3705538
2017-12-31,UtÃ¸ya22juli,3600000,0,,,,0.0,-3600000
2018-04-13,TruthorDare,3500000,41411015,,Uni.,53900000,1183.171857142857,37911015
2016-02-19,TheWitch,3500000,25138705,"Horror,Mystery",A24,15300000,718.2487142857143,21638705
2018-02-02,Winchester,3500000,25091816,,LGF,,716.9090285714286,21591816
2013-02-22,DarkSkies,3500000,17418667,,W/Dim.,9000000,497.6762,13918667
2018-01-19,ForeverMyGirl,3500000,16376066,,,,467.88759999999996,12876066
2010-04-16,Elsecretodesusojos,3500000,6391436,,,,182.61245714285715,2891436
2018-05-18,FirstReformed,3500000,3448256,,,,98.52159999999999,-51744
2016-12-02,Believe,3500000,890303,,ORF,,25.437228571428573,-2609697
2016-09-30,AmericanHoney,3500000,663247,,A24,1200000,18.949914285714286,-2836753
2016-03-18,TheBronze,3500000,615816,,,,17.594742857142855,-2884184
2011-06-10,Trolljegeren,3500000,253444,,,,7.241257142857142,-3246556
2016-01-08,TheMaskedSaint,3500000,182695,,,,5.219857142857142,-3317305
2016-06-03,TimetoChoose,3500000,29233,,,,0.8352285714285714,-3470767
2011-12-31,TheKick,3500000,0,,,,0.0,-3500000
2011-06-28,213,3500000,0,,,,0.0,-3500000
2013-01-29,BatmanTheDarkKnightReturnsPart2,3500000,0,,,,0.0,-3500000
2014-03-11,IntheNameoftheKingIII,3500000,0,,,,0.0,-3500000
2014-03-04,WickedBlood,3500000,0,,,,0.0,-3500000
2015-06-05,DawnPatrol,3500000,0,,,,0.0,-3500000
2013-05-17,Jagten,3450000,687185,,,,19.91840579710145,-2762815
2015-09-01,LordsofLondon,3440000,0,,,,0.0,-3440000
2011-10-21,MarginCall,3400000,5353586,"Drama,Thriller",RAtt.,14200000,157.4584117647059,1953586
2015-03-03,ToWriteLoveOnHerArms,3400000,0,,,,0.0,-3400000
2014-10-10,Whiplash,3300000,13092006,"Drama,Music",SPC,35900000,396.7274545454545,9792006
2015-01-20,TheOppositeSex,3300000,0,,,,0.0,-3300000
2018-07-06,SorrytoBotherYou,3200000,17493096,,,,546.65925,14293096
2011-06-03,Beginners,3200000,5790894,,Focus,8500000,180.9654375,2590894
2016-04-22,TheMeddler,3200000,4267219,,SPC,,133.35059375,1067219
2013-04-12,Antiviral,3100000,0,,,,0.0,-3100000
2010-10-20,ParanormalActivity2,3000000,84752907,,Par.,92800000,2825.0969,81752907
2015-08-28,WarRoom,3000000,67790117,,TriS,,2259.6705666666667,64790117
2013-06-07,ThePurge,3000000,64473115,"Horror,Thriller",Uni.,24900000,2149.103833333333,61473115
2012-10-12,Sinister,3000000,48086903,"Horror,Mystery,Thriller",LG/S,29600000,1602.8967666666667,45086903
2018-06-01,Upgrade,3000000,11977130,,BH Tilt,2400000,399.23766666666666,8977130
2013-05-24,BeforeMidnight,3000000,8110621,"Drama,Romance",SPC,3100000,270.35403333333335,5110621
2017-10-27,LetThereBeLight,3000000,7233471,,,,241.11570000000003,4233471
2016-07-22,DonâtThinkTwice,3000000,4417983,,,,147.2661,1417983
2016-06-24,SwissArmyMan,3000000,4210454,,A24,,140.34846666666667,1210454
2013-05-17,FrancesHa,3000000,4067398,,IFC,,135.57993333333334,1067398
2010-04-30,PleaseGive,3000000,4033574,,SPC,280000,134.45246666666665,1033574
2016-04-22,Compadres,3000000,3127773,,PNT,,104.2591,127773
2010-04-09,LetterstoGod,3000000,2848587,,Viv.,60300,94.9529,-151413
2014-09-19,Tusk,3000000,1821983,,A24,,60.73276666666667,-1178017
2017-05-12,TheWall,3000000,1803064,,RAtt.,2700000,60.10213333333333,-1196936
2012-04-06,DamselsinDistress,3000000,1007535,,SPC,,33.5845,-1992465
2011-05-06,HobowithaShotgun,3000000,703372,,,,23.445733333333333,-2296628
2015-05-08,TheDTrain,3000000,669688,,IFC,102000,22.322933333333335,-2330312
2012-09-07,Bachelorette,3000000,446770,,RTWC,11500000,14.892333333333333,-2553230
2010-01-15,FishTank,3000000,374675,,IFC,2000000,12.489166666666666,-2625325
2011-09-09,Creature,3000000,331000,,,,11.033333333333333,-2669000
2016-12-09,TheBounceBack,3000000,321910,,,,10.730333333333334,-2678090
2010-10-01,ChainLetter,3000000,205842,,NFC,447000,6.8614,-2794158
2012-03-02,TimandEricsBillionDollarMovie,3000000,201436,,,,6.714533333333334,-2798564
2010-03-26,TheEclipse,3000000,133411,,Magn.,26400,4.447033333333334,-2866589
2014-08-15,FortMcCoy,3000000,78948,,,,2.6315999999999997,-2921052
2015-09-04,BeforeWeGo,3000000,37151,,RTWC,,1.2383666666666666,-2962849
2012-01-13,TheDivide,3000000,18000,,,,0.6,-2982000
2011-09-09,TannerHall,3000000,5073,,,,0.1691,-2994927
2017-10-10,Demonic,3000000,0,,,,0.0,-3000000
2014-06-27,TheyCameTogether,3000000,0,,,,0.0,-3000000
2013-05-21,OpenRoad,3000000,0,,,,0.0,-3000000
2010-10-01,BarryMunday,3000000,0,,,,0.0,-3000000
2011-09-13,NeverBackDown2TheBeatdown,3000000,0,,,,0.0,-3000000
2015-12-31,AWOL72,3000000,0,,,,0.0,-3000000
2013-01-15,30NightsOfParanormalActivityWithTheDevilInsideTheGirlWithTheDragonTattoo,3000000,0,,,,0.0,-3000000
2015-02-06,EntertheDangerousMind,3000000,0,,,,0.0,-3000000
2015-03-17,SomethingWicked,3000000,0,,,,0.0,-3000000
2014-10-27,Iguana,3000000,0,,,,0.0,-3000000
2015-08-14,Amnesiac,3000000,0,,,,0.0,-3000000
2015-12-31,Unnatural,3000000,0,,,,0.0,-3000000
2015-12-11,CloseRange,3000000,0,,,,0.0,-3000000
2010-10-01,Freakonomics,2900000,101270,,Magn.,16400,3.4920689655172414,-2798730
2011-08-19,GrifftheInvisible,2900000,20778,,,,0.7164827586206897,-2879222
2018-10-26,Indivisible,2700000,3511417,,,,130.05248148148146,811417
2015-12-31,SardaarJi,2700000,0,,,,0.0,-2700000
2014-05-02,Ida,2600000,3827060,,MBox,,147.1946153846154,1227060
2011-12-31,LaCaraOculta,2600000,0,,,,0.0,-2600000
2011-04-01,FatSickNearlyDead,2600000,0,,,,0.0,-2600000
2013-01-11,AHauntedHouse,2500000,40041683,,ORF,20100000,1601.66732,37541683
2012-07-13,2016ObamaâsAmerica,2500000,33349941,,,,1333.99764,30849941
2013-07-03,KevinHartLetMeExplain,2500000,32244051,,LG/S,74000,1289.7620399999998,29744051
2013-08-02,TheSpectacularNow,2500000,6852971,"Comedy,Drama,Romance",A24,,274.11884,4352971
2016-06-24,HuntfortheWilderpeople,2500000,5205471,,Orch.,,208.21884000000003,2705471
2012-08-17,RobotFrank,2500000,3317468,,Gold.,,132.69872,817468
2013-03-01,TheLostMedallionTheAdventuresofBillyStone,2500000,549632,,,,21.98528,-1950368
2011-04-01,Super,2500000,327716,,IFC,,13.10864,-2172284
2010-04-09,ValleyoftheHeartsDelight,2500000,118666,,,,4.74664,-2381334
2010-06-18,8TheMormonProposition,2500000,100280,,,,4.0112000000000005,-2399720
2013-08-16,Underdogs,2500000,35017,,,,1.40068,-2464983
2013-06-21,AlienUprising,2500000,0,,,,0.0,-2500000
2010-12-31,ChristmasMail,2500000,0,,,,0.0,-2500000
2015-07-03,Stung,2500000,0,,,,0.0,-2500000
2017-09-01,SkySharks,2500000,0,,,,0.0,-2500000
2015-10-13,8Days,2500000,0,,,,0.0,-2500000
2016-09-02,Antibirth,2500000,0,,,,0.0,-2500000
2016-02-02,TheRiseoftheKrays,2500000,0,,,,0.0,-2500000
2014-12-31,NotSafeForWork,2500000,0,,,,0.0,-2500000
2011-05-13,GoForIt,2450000,180237,,,,7.356612244897959,-2269763
2014-11-14,AlwaysWoodstock,2400000,0,,,,0.0,-2400000
2015-03-20,DoYouBelieve,2300000,12985600,,PFR,1400000,564.5913043478262,10685600
2014-09-05,Frontera,2300000,59696,,,,2.595478260869565,-2240304
2011-08-26,RedemptionRoad,2300000,29384,,,,1.2775652173913044,-2270616
2015-04-15,TheToxicAvengerPartII,2300000,0,,,,0.0,-2300000
2016-01-19,Eden,2300000,0,,BG,,0.0,-2300000
2016-10-16,MiAmerica,2100000,3330,,,,0.15857142857142859,-2096670
2012-12-31,Infected,2100000,0,,,,0.0,-2100000
2010-12-31,LiesinPlainSight,2100000,0,,,,0.0,-2100000
2015-10-06,TheTimber,2100000,0,,,,0.0,-2100000
2016-01-19,Sharkskin,2100000,0,,,,0.0,-2100000
2011-09-30,Courageous,2000000,34522221,,TriS,,1726.11105,32522221
2015-03-13,ItFollows,2000000,14674077,"Horror,Mystery",RTWC,,733.70385,12674077
2018-07-13,EighthGrade,2000000,13539710,,,,676.9855,11539710
2012-03-09,SilentHouse,2000000,12739737,,ORF,347000,636.98685,10739737
2016-04-08,HardcoreHenry,2000000,9252038,,STX,7600000,462.60190000000006,7252038
2010-06-11,WintersBone,2000000,6531503,"Drama,Mystery",RAtt.,7300000,326.57515,4531503
2014-10-10,MeettheMormons,2000000,6047363,,,,302.36815,4047363
2017-10-06,TheFloridaProject,2000000,5904366,,A24,,295.2183,3904366
2017-08-25,AllSaints,2000000,5802208,,Affirm,140000,290.1104,3802208
2010-10-08,InsideJob,2000000,4311834,,SPC,3600000,215.5917,2311834
2015-08-28,WeAreYourFriends,2000000,3591417,,WB,7500000,179.57085,1591417
2015-09-18,Captive,2000000,2583301,,,,129.16505,583301
2018-06-08,HeartsBeatLoud,2000000,2386254,,,,119.3127,386254
2017-01-20,TheResurrectionofGavinStone,2000000,2303792,,,,115.1896,303792
2015-08-07,TheDiaryofaTeenageGirl,2000000,1477002,,SPC,,73.8501,-522998
2014-04-25,Locke,2000000,1370646,Drama,A24,,68.5323,-629354
2011-04-08,MeeksCutoff,2000000,977772,,Osci.,,48.8886,-1022228
2014-11-28,TheBabadook,2000000,950792,"Drama,Horror",IFC,9300000,47.5396,-1049208
2010-09-24,TheVirginityHit,2000000,636706,,,,31.8353,-1363294
2015-02-13,TheLastFiveYears,2000000,147299,,,,7.36495,-1852701
2010-01-29,SaintJohnofLasVegas,2000000,102645,,IVP,9100,5.13225,-1897355
2014-09-19,Pump,2000000,72277,,,,3.61385,-1927723
2015-04-07,LostRiver,2000000,45431,,,,2.27155,-1954569
2015-10-09,KnockKnock,2000000,36336,,LGP,,1.8168,-1963664
2017-02-03,GrowingupSmith,2000000,35312,,,,1.7656,-1964688
2012-10-19,TheFirstTime,2000000,17061,,Gold.,,0.85305,-1982939
2010-08-27,Circle,2000000,10024,,,,0.5012,-1989976
2010-06-11,Jerusalema,2000000,7294,,,,0.3647,-1992706
2013-09-13,Plush,2000000,3080,,,,0.154,-1996920
2012-10-26,TheGhastlyLoveofJohnnyX,2000000,2436,,,,0.12179999999999999,-1997564
2011-09-09,GraveEncounters,2000000,0,,,,0.0,-2000000
2015-10-23,BoneTomahawk,2000000,0,,,,0.0,-2000000
2013-04-01,Stitches,2000000,0,,,,0.0,-2000000
2015-12-31,ToBeFrankSinatraat100,2000000,0,,,,0.0,-2000000
2015-03-17,TheLadyfromShanghai,2000000,0,,,,0.0,-2000000
2013-03-19,StraightAs,2000000,0,,,,0.0,-2000000
2012-03-30,TheLegendofHellâsGateAnAmericanConspiracy,2000000,0,,,,0.0,-2000000
2012-12-31,Highway,2000000,0,,,,0.0,-2000000
2013-02-08,SmallApartments,2000000,0,,,,0.0,-2000000
2013-07-09,CoffeeTown,2000000,0,,,,0.0,-2000000
2014-12-31,LuckyDog,2000000,0,,,,0.0,-2000000
2015-03-20,TheWalkingDeceased,2000000,0,,,,0.0,-2000000
2011-12-31,TrueBromance,2000000,0,,,,0.0,-2000000
2015-08-21,TheCurseofDownersGrove,2000000,0,,,,0.0,-2000000
2015-12-31,WindWalkers,2000000,0,,,,0.0,-2000000
2016-07-08,TheDogLover,2000000,0,,,,0.0,-2000000
2015-12-01,SharkLake,2000000,0,,,,0.0,-2000000
2010-09-24,Buried,1987650,1044143,"Drama,Mystery,Thriller",LGF,18100000,52.53153221140543,-943507
2015-04-21,TheMarine4,1950000,0,,,,0.0,-1950000
2010-10-08,NowhereBoy,1900000,1445366,,Wein.,5100000,76.07189473684211,-454634
2015-04-24,BrotherlyLove,1900000,478595,,,,25.18921052631579,-1421405
2011-06-03,Submarine,1900000,467602,,Wein.,397000,24.610631578947366,-1432398
2010-04-09,TheSquare,1900000,406216,,Magn.,,21.37978947368421,-1493784
2013-02-08,ABCDAnyBodyCanDance,1900000,222098,,UTV,,11.689368421052631,-1677902
2013-07-26,Stranded,1900000,0,,,,0.0,-1900000
2015-12-31,Vaalu,1900000,0,,,,0.0,-1900000
2010-08-27,TheLastExorcism,1800000,41034350,,LGF,26700000,2279.686111111111,39234350
2012-06-27,BeastsoftheSouthernWild,1800000,12795746,,FoxS,8300000,710.8747777777777,10995746
2011-08-23,HigherGround,1800000,841056,,SPC,,46.72533333333334,-958944
2011-04-22,POMWonderfulPresentsTheGreatestMovieEverSold,1800000,638476,,SPC,,35.470888888888894,-1161524
2012-02-03,DysfunctionalFriends,1800000,0,,,,0.0,-1800000
2013-12-31,IndependenceDaysaster,1800000,0,,,,0.0,-1800000
2014-03-11,AgainsttheWild,1800000,0,,,,0.0,-1800000
2015-10-20,BeginnerâsGuidetoSex,1800000,0,,,,0.0,-1800000
2010-10-08,ISpitonYourGrave,1750000,93051,,Anch.,480000,5.3172,-1656949
2014-02-28,TheLunchbox,1700000,4231500,,SPC,,248.91176470588238,2531500
2013-10-04,GraceUnplugged,1700000,2507159,,,,147.4799411764706,807159
2015-12-18,Saulfia,1700000,1777043,,,,104.53194117647058,77043
2010-10-15,NSecure,1600000,2595644,,,,162.22775000000001,995644
2014-09-26,TwoNightStand,1600000,15600,,EOne,,0.975,-1584400
2011-04-01,Insidious,1500000,54009150,"Horror,Mystery,Thriller",FD,43000000,3600.6100000000006,52509150
2016-10-21,Moonlight,1500000,27854931,Drama,,,1856.9954,26354931
2018-03-23,Unsane,1500000,7690044,,BST,6600000,512.6696,6190044
2013-07-26,TheToDoList,1500000,3491669,,CBS,74600,232.77793333333335,1991669
2013-02-01,TheGatekeepers,1500000,2408553,,,,160.5702,908553
2016-10-21,IâmNotAshamed,1500000,2082980,,,,138.86533333333333,582980
2013-04-19,TheLordsofSalem,1500000,1165881,,,,77.7254,-334119
2016-10-21,31,1500000,779820,,,,51.988,-720180
2016-04-22,Unsullied,1500000,510957,,,,34.0638,-989043
2011-02-11,MOOZlum,1500000,362239,,,,24.149266666666666,-1137761
2011-08-19,Amigo,1500000,184705,,,,12.313666666666666,-1315295
2010-08-06,TheDisappearanceofAliceCreed,1500000,166980,,Anch.,701000,11.132,-1333020
2013-10-25,TheSquare,1500000,124244,,Magn.,,8.282933333333334,-1375756
2015-03-06,RoadHard,1500000,113169,,,,7.5446,-1386831
2015-09-28,MeYouandFiveBucks,1500000,2105,,,,0.14033333333333334,-1497895
2014-10-17,Housebound,1500000,0,,,,0.0,-1500000
2018-07-20,TeefainTrouble,1500000,0,,,,0.0,-1500000
2014-04-17,ClosertotheMoon,1500000,0,,,,0.0,-1500000
2011-06-03,TheLionofJudah,1500000,0,,,,0.0,-1500000
2014-11-11,OnceUponaTimeinQueens,1500000,0,,,,0.0,-1500000
2015-02-13,Girlhouse,1500000,0,,,,0.0,-1500000
2015-05-26,MutantWorld,1500000,0,,,,0.0,-1500000
2015-11-20,Horror,1500000,0,,,,0.0,-1500000
2015-09-08,Checkmate,1500000,0,,,,0.0,-1500000
2018-11-30,WerkohneAutor,1400000,1303747,,,,93.12478571428572,-96253
2015-11-20,Mustang,1400000,845464,,Cohen,,60.39028571428572,-554536
2014-10-03,Lachambrebleue,1400000,260441,,,,18.60292857142857,-1139559
2013-04-05,EddieTheSleepwalkingCannibal,1400000,1632,,,,0.11657142857142858,-1398368
2010-05-01,MyGirlfriendsBoyfriend,1400000,0,,,,0.0,-1400000
2014-12-31,Kurmanjandatka,1400000,0,,,,0.0,-1400000
2014-12-31,HouseattheEndoftheDrive,1400000,0,,,,0.0,-1400000
2015-01-30,AboveandBeyond,1300000,288751,,,,22.211615384615385,-1011249
2014-06-13,Losinsolitospecesgato,1300000,11278,,,,0.8675384615384616,-1288722
2011-05-24,ForgetMeNot,1300000,0,,,,0.0,-1300000
2010-06-08,The41YearOldVirginWhoKnockedUpSarahMarshallandFeltSuperbadAboutIt,1300000,0,,,,0.0,-1300000
2015-06-26,TheAlgerian,1300000,0,,,,0.0,-1300000
2014-10-17,DearWhitePeople,1250000,4404154,,RAtt.,,352.33232,3154154
2013-04-19,FillyBrown,1250000,2850357,,,,228.02856,1600357
2016-12-31,Bodom,1250000,0,,,,0.0,-1250000
2015-01-13,DaSweetBloodofJesus,1250000,0,,,,0.0,-1250000
2013-04-19,HomeRun,1200000,2859955,,,,238.32958333333335,1659955
2012-04-13,BlueLikeJazz,1200000,595018,,,,49.584833333333336,-604982
2015-08-28,QueHorasElaVolta,1200000,376976,,,,31.41466666666667,-823024
2012-06-01,PinkRibbonsInc,1200000,26608,,,,2.2173333333333334,-1173392
2018-02-06,BloodFeast,1200000,8708,,,,0.7256666666666667,-1191292
2011-02-11,CertifiablyJonathan,1200000,7826,,,,0.6521666666666667,-1192174
2015-09-18,LanavajadeDonJuan,1200000,4254,,,,0.3545,-1195746
2012-08-28,BelowZero,1200000,0,,,,0.0,-1200000
2012-09-07,Crowsnest,1200000,0,,,,0.0,-1200000
2012-09-14,Airborne,1200000,0,,,,0.0,-1200000
2014-09-09,CottonComestoHarlem,1200000,0,,,,0.0,-1200000
2015-02-03,BleedingHearts,1200000,0,,,,0.0,-1200000
2013-12-31,TheWickedWithin,1200000,0,,,,0.0,-1200000
2017-12-31,TheIslands,1200000,0,,,,0.0,-1200000
2014-03-21,GodâsNotDead,1150000,60755732,,,,5283.107130434782,59605732
2012-03-23,Serbuanmaut,1100000,4105123,,,,373.19300000000004,3005123
2012-05-18,BeyondtheBlackRainbow,1100000,56491,,,,5.135545454545454,-1043509
2014-11-21,TheSleepwalker,1100000,2636,,,,0.23963636363636365,-1097364
2017-03-07,Departure,1100000,0,,,,0.0,-1100000
2010-03-23,LakeMungo,1100000,0,,,,0.0,-1100000
2015-04-07,SilentRunning,1100000,0,,,,0.0,-1100000
2010-12-31,TheDeadUndead,1100000,0,,,,0.0,-1100000
2013-12-31,TheVaticanExorcisms,1100000,0,,,,0.0,-1100000
2012-01-06,TheDevilInside,1000000,53262945,,Par.,48500000,5326.2945,52262945
2015-04-17,Unfriended,1000000,32789645,,Uni.,31600000,3278.9645,31789645
2013-08-23,YoureNext,1000000,18494006,,LGF,,1849.4006,17494006
2012-05-25,ChernobylDiaries,1000000,18119640,,WB,19000000,1811.964,17119640
2016-03-11,HelloMyNameisDoris,1000000,14444999,,RAtt.,,1444.4999,13444999
2010-12-29,BlueValentine,1000000,9737892,"Drama,Romance",Wein.,2600000,973.7892,8737892
2018-07-20,UnfriendedDarkWeb,1000000,8866745,,BH Tilt,6300000,886.6745,7866745
2015-09-25,TheGreenInferno,1000000,7192291,,BH Tilt,,719.2291,6192291
2017-02-03,IAmNotYourNegro,1000000,7123919,,,,712.3919,6123919
2012-10-19,TheSessions,1000000,6002451,,FoxS,3100000,600.2451,5002451
2012-03-23,OctoberBaby,1000000,5355847,,,,535.5847,4355847
2014-09-12,TheSkeletonTwins,1000000,5284309,,RAtt.,,528.4309000000001,4284309
2013-06-14,20FeetFromStardom,1000000,4946250,,,,494.625,3946250
2017-07-28,AnInconvenientSequel,1000000,3496795,,,,349.6795,2496795
2014-06-06,ObviousChild,1000000,3122616,,A24,,312.2616,2122616
2011-10-21,MarthaMarcyMayMarlene,1000000,2981038,,FoxS,548000,298.1038,1981038
2017-10-06,Visagesvillages,1000000,952432,,,,95.2432,-47568
2017-08-18,PattiCake,1000000,800148,,FoxS,682000,80.0148,-199852
2014-05-09,PaloAlto,1000000,767732,,Trib.,,76.7732,-232268
2010-02-03,Ajami,1000000,621859,,Kino,669000,62.185900000000004,-378141
2011-07-29,TheFuture,1000000,568662,,RAtt.,,56.8662,-431338
2014-10-24,23Blast,1000000,549185,,,,54.9185,-450815
2013-07-19,TheActofKilling,1000000,486919,,,,48.6919,-513081
2014-07-18,IOrigins,1000000,336472,"Drama,Romance,Sci-Fi",FoxS,,33.6472,-663528
2014-11-28,AntarcticaAYearonIce,1000000,288757,,,,28.8757,-711243
2016-04-08,TheInvitation,1000000,231738,,Drft.,,23.1738,-768262
2015-07-31,BeyondtheBrickALEGOBrickumentary,1000000,101531,,,,10.1531,-898469
2012-06-01,Hardflip,1000000,96734,,,,9.6734,-903266
2016-03-11,CreativeControl,1000000,63014,,,,6.3014,-936986
2011-07-01,ThePerfectHost,1000000,48764,,,,4.8764,-951236
2015-02-13,Hits,1000000,15156,,,,1.5155999999999998,-984844
2010-09-03,16toLife,1000000,11574,,,,1.1574,-988426
2014-10-17,CampXRay,1000000,9837,,IFC,,0.9837,-990163
2015-04-10,TheSisterhoodofNight,1000000,6870,,,,0.687,-993130
2015-05-15,Childless,1000000,1036,,,,0.1036,-998964
2013-12-31,Heli,1000000,0,,,,0.0,-1000000
2015-12-31,KarachiseLahore,1000000,0,,,,0.0,-1000000
2015-12-11,AmericanHero,1000000,0,,,,0.0,-1000000
2010-01-29,ZombiesofMassDestruction,1000000,0,,,,0.0,-1000000
