release_date,movie,production_budget,domestic_gross,genres,studio,foreign_gross,domestic_ROI_percent,domestic_Profit,Seasons,Adventure,,Thriller,Fantasy,History,Comedy,Western,Action,War,Sport,Crime,Horror,Musical,Drama,Music,Animation,Mystery,Biography,Family,Sci-Fi,Romance
2013-07-03,DespicableMe2,76000000,368065385,"Adventure,Animation,Comedy",Uni.,602700000,484.29655921052625,292065385,Summer,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-08,TheSecretLifeofPets,75000000,368384330,"Adventure,Animation,Comedy",Uni.,507100000,491.1791066666667,293384330,Summer,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-11-09,DrSeussâTheGrinch,75000000,270620950,,,,360.82793333333336,195620950,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-21,Sing,75000000,270329045,"Animation,Comedy,Family",Uni.,363800000,360.4387266666666,195329045,Winter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2017-06-30,DespicableMe3,75000000,264624300,,Uni.,770200000,352.8324,189624300,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-25,GrownUps,75000000,162001186,Comedy,Sony,109400000,216.0015813333333,87001186,Summer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-31,NowYouSeeMe,75000000,117723989,"Crime,Mystery,Thriller",LG/S,234000000,156.9653186666667,42723989,Spring,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2018-08-03,ChristopherRobin,75000000,99215042,,,,132.28672266666666,24215042,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-11,Immortals,75000000,83504017,"Action,Drama,Fantasy",Rela.,143400000,111.33868933333332,8504017,Autumn,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2010-06-04,Killers,75000000,47059963,,LGF,51100000,62.74661733333333,-27940037,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-14,TheManFromUNCLE,75000000,45445109,,WB,64400000,60.59347866666667,-29554891,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-25,SuckerPunch,75000000,36392502,"Action,Adventure,Fantasy",WB,53400000,48.523336,-38607498,Spring,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-28,Inferno,75000000,34343574,"Action,Adventure,Crime",Sony,185700000,45.791432,-40656426,Autumn,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-07-10,Minions,74000000,336045770,"Adventure,Animation,Comedy",Uni.,823400000,454.11590540540533,262045770,Summer,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015-02-06,TheSpongeBobMovieSpongeOutofWater,74000000,162994032,,Par.,162200000,220.26220540540538,88994032,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-20,TheAngryBirdsMovie,73000000,107509366,,Sony,244800000,147.273104109589,34509366,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-08,Oceanâs8,70000000,140218711,,,,200.31244428571426,70218711,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-10,DaddyâsHome2,70000000,104029443,,,,148.61348999999996,34029443,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-22,OlympusHasFallen,70000000,98927592,"Action,Thriller",FD,71300000,141.32513142857144,28927592,Spring,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-11,BattleLosAngeles,70000000,83552429,"Action,Sci-Fi",Sony,128300000,119.36061285714285,13552429,Spring,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-12-25,WarHorse,70000000,79883359,"Drama,History,War",BV,97700000,114.11908428571431,9883359,Winter,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2014-02-07,TheMonumentsMen,70000000,78031620,"Comedy,Drama,History",Sony,77000000,111.47374285714287,8031620,Winter,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-09-23,Storks,70000000,72679278,,WB,110700000,103.82754,2679278,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-20,UnderworldAwakening,70000000,62321039,"Action,Fantasy,Horror",SGem,97800000,89.03005571428572,-7678961,Winter,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-09-22,TheLegoNinjagoMovie,70000000,59281555,,,,84.68793571428571,-10718445,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-10,DraculaUntold,70000000,55991880,"Action,Drama,Fantasy",Uni.,160800000,79.9884,-14008120,Autumn,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2010-09-24,WallStreet2MoneyNeverSleeps,70000000,52474616,,,,74.96373714285714,-17525384,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-14,TheDilemma,70000000,48475290,,Uni.,21200000,69.2504142857143,-21524710,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-15,RockofAges,70000000,38518613,,WB (NL),20900000,55.02659,-31481387,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-29,TheFinestHours,70000000,27569558,,BV,24500000,39.385082857142855,-42430442,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-18,EscapePlan,70000000,25135965,"Action,Crime,Mystery",LG/S,112200000,35.90852142857142,-44864035,Autumn,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2011-09-23,KillerElite,70000000,25124986,"Action,Crime,Thriller",ORF,31300000,35.89283714285714,-44875014,Autumn,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-01-10,TheLegendofHercules,70000000,18848538,,LG/S,42400000,26.926482857142854,-51151462,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09,LegendsofOzDorothyâsReturn,70000000,8462347,,,,12.089067142857143,-61537653,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-16,Blackhat,70000000,8005980,,Uni.,11600000,11.437114285714285,-61994020,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-28,Agora,70000000,619423,,NM,38400000,0.88489,-69380577,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-09,DespicableMe,69000000,251513985,"Animation,Comedy,Family",Uni.,291600000,364.51302173913047,182513985,Summer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2010-07-30,DinnerforSchmucks,69000000,73026337,,P/DW,13800000,105.83527101449276,4026337,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-02,RedSparrow,69000000,46874505,,Fox,104700000,67.9340652173913,-22125495,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-30,TheTwilightSagaEclipse,68000000,300531751,"Adventure,Drama,Fantasy",Sum.,398000000,441.9584573529412,232531751,Summer,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-06-26,Ted2,68000000,81476385,Comedy,Uni.,135200000,119.81821323529414,13476385,Summer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-25,HallPass,68000000,45060734,"Comedy,Romance",WB (NL),38100000,66.26578529411765,-22939266,Winter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017-12-22,Downsizing,68000000,24449754,,Par.,30600000,35.95552058823529,-43550246,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-02,DoctorSeussTheLorax,67500000,214030500,,,,317.08222222222224,146530500,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-22,AbrahamLincolnVampireHunter,67500000,37519139,"Action,Fantasy,Horror",Fox,79000000,55.58390962962962,-29980861,Summer,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-03-14,NeedforSpeed,66000000,43568507,"Action,Crime,Thriller",BV,159700000,66.01288939393939,-22431493,Spring,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-11-09,Lincoln,65000000,182207973,"Biography,Drama,History",BV,93100000,280.31995846153853,117207973,Autumn,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018-07-13,HotelTransylvania3SummerVacation,65000000,167500092,,Sony,361100000,257.69244923076917,102500092,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-25,LesMiserables,65000000,148809770,,,,228.9381076923077,83809770,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-25,Unbroken,65000000,115637895,"Biography,Drama,Sport",Uni.,47800000,177.90445384615384,50637895,Winter,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2015-06-05,Spy,65000000,110825712,"Action,Comedy,Crime",Fox,124800000,170.50109538461538,45825712,Summer,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2010-11-05,DueDate,65000000,100539043,"Adventure,Comedy",WB,111200000,154.67545076923074,35539043,Autumn,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-19,Annie,65000000,85911262,,,,132.1711723076923,20911262,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-12,PeteâsDragon,65000000,76233151,,,,117.28177076923076,11233151,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-16,TheDictator,65000000,59650222,Comedy,Par.,119700000,91.7695723076923,-5349778,Spring,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-17,ThisMeansWar,65000000,54760791,"Action,Comedy,Romance",Fox,101700000,84.24737076923077,-10239209,Winter,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-02-27,Focus,65000000,53862963,"Comedy,Crime,Drama",,,82.86609692307692,-11137037,Winter,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2012-11-21,RedDawn,65000000,44806783,,,,68.93351230769231,-20193217,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-18,Everest,65000000,43482270,"Action,Adventure,Biography",,,66.89580000000001,-21517730,Autumn,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-09-14,ResidentEvilRetribution,65000000,42345531,"Action,Horror,Sci-Fi",SGem,197700000,65.14697076923079,-22654469,Autumn,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2014-01-24,IFrankenstein,65000000,19075290,,LGF,52100000,29.3466,-45924710,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-22,SinCityADametoKillFor,65000000,13757804,"Crime,Thriller",,,21.165852307692308,-51242196,Summer,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-12-25,LivebyNight,65000000,10378555,,,,15.967007692307694,-54621445,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-04,Tianjiangxiongshi,65000000,74070,,,,0.11395384615384616,-64925930,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-26,AirStrike,65000000,0,,,,0.0,-65000000,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-01,Hop,63000000,108085305,,Uni.,75900000,171.56397619047618,45085305,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-15,AmericanAssassin,63000000,36249674,,LGF,31000000,57.53916507936509,-26750326,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-25,TheHatefulEight,62000000,54117416,"Crime,Drama,Mystery",Wein.,101600000,87.28615483870968,-7882584,Winter,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2014-10-03,GoneGirl,61000000,167767189,"Drama,Mystery,Thriller",Fox,201600000,275.0281786885246,106767189,Autumn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2015-09-18,MazeRunnerTheScorchTrials,61000000,81697192,"Action,Sci-Fi,Thriller",Fox,230600000,133.92982295081967,20697192,Autumn,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2013-08-02,2Guns,61000000,75612460,"Action,Comedy,Crime",Uni.,56300000,123.95485245901638,14612460,Summer,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-01-26,MazeRunnerTheDeathCure,61000000,58032443,,Fox,230200000,95.1351524590164,-2967557,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-19,MeiRenYu,60720000,3229457,,,,5.318605072463769,-57490543,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-07,TheLegoMovie,60000000,257784718,"Action,Adventure,Animation",,,429.6411966666666,197784718,Winter,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-09-09,Sully,60000000,125070033,"Biography,Drama",WB,115700000,208.450055,65070033,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2010-10-15,Red,60000000,90380162,,Sum.,108600000,150.63360333333333,30380162,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-13,EatPrayLove,60000000,80574010,,Sony,124000000,134.29001666666667,20574010,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-21,JackReacher,60000000,80070736,"Action,Crime,Thriller",Par.,138300000,133.45122666666666,20070736,Winter,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-09-09,Contagion,60000000,75658097,"Action,Drama,Thriller",WB,59800000,126.09682833333332,15658097,Autumn,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-03-04,LondonHasFallen,60000000,62524260,"Action,Thriller",Focus,143200000,104.2071,2524260,Spring,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-21,JackReacherNeverGoBack,60000000,58697076,"Action,Thriller",Par.,103400000,97.82846,-1302924,Autumn,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-25,Baywatch,60000000,58060186,"Action,Comedy,Crime",Par.,119800000,96.76697666666666,-1939814,Spring,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-12-25,Joy,60000000,56451232,Drama,Fox,44700000,94.08538666666666,-3548768,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-08-17,ParaNorman,60000000,56003051,,Focus,51100000,93.33841833333332,-3996949,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-26,TheBoxtrolls,60000000,50837305,,Focus,58400000,84.72884166666667,-9162695,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04,TheDarkTower,60000000,50701325,"Action,Adventure,Fantasy",Sony,62500000,84.50220833333333,-9298675,Summer,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-17,JackRyanShadowRecruit,60000000,50577412,"Action,Drama,Thriller",Par.,84900000,84.29568666666667,-9422588,Winter,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-12-25,Vice,60000000,47836282,,Annapurna,28200000,79.72713666666667,-12163718,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-11,GangsterSquad,60000000,46000903,"Action,Crime,Drama",WB,59200000,76.66817166666667,-13999097,Winter,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2017-04-07,SmurfsTheLostVillage,60000000,45020282,,Sony,152200000,75.03380333333334,-14979718,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-12,FirstMan,60000000,44936545,,Uni.,60800000,74.89424166666667,-15063455,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-29,EdgeofDarkness,60000000,43313890,,WB,37800000,72.18981666666666,-16686110,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-21,TroublewiththeCurve,60000000,35763137,,WB,13200000,59.605228333333336,-24236863,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21,TheMortalInstrumentsCityofBones,60000000,31165421,"Action,Fantasy,Horror",SGem,64200000,51.94236833333333,-28834579,Summer,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-05-13,Priest,60000000,29136626,"Action,Adventure,Fantasy",SGem,49200000,48.56104333333333,-30863374,Spring,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-14,WinterâsTale,60000000,12600231,,,,21.000385,-47399769,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-24,RockDog,60000000,9420546,,LG/S,,15.70091,-50579454,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23,Mortdecai,60000000,7696134,,LGF,39600000,12.82689,-52303866,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-05,XiYouJizhiSunWuKongSanDaBaiGuJing,60000000,709982,,,,1.1833033333333334,-59290018,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-11,TheRidiculous6,60000000,0,,,,0.0,-60000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-23,SherlockGnomes,59000000,43242871,,Par.,47100000,73.29300169491525,-15757129,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-12,Deadpool,58000000,363070709,"Action,Adventure,Comedy",Fox,420000000,625.9839810344828,305070709,Winter,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-25,AmericanSniper,58000000,350126372,"Action,Biography,Drama",WB,197300000,603.6661586206898,292126372,Winter,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2015-10-16,Goosebumps,58000000,80069458,,Sony,70100000,138.05078965517242,22069458,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-20,RedTails,58000000,49876377,,Fox,489000,85.99375344827587,-8123623,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-07,TheInternship,58000000,44672764,Comedy,Fox,48800000,77.02200689655173,-13327236,Summer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-24,Life,58000000,30234022,"Horror,Sci-Fi,Thriller",,,52.12762413793104,-27765978,Spring,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2010-09-10,ResidentEvilAfterlife,57500000,60128566,"Action,Adventure,Horror",SGem,240100000,104.57141913043478,2628566,Autumn,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-06-15,ThatsMyBoy,57500000,36931089,,Sony,20800000,64.22798086956522,-20568911,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-17,GhostRiderSpiritofVengeance,57000000,51774002,"Action,Fantasy,Thriller",Sony,80800000,90.83158245614037,-5225998,Winter,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-25,IntotheWoods,56200000,128002372,"Adventure,Comedy,Drama",BV,85100000,227.7622277580071,71802372,Winter,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-22,Zhuoyaoji,56000000,32766,,,,0.05851071428571429,-55967234,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-02,BohemianRhapsody,55000000,216303339,,Fox,687200000,393.27879818181816,161303339,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-10,FiftyShadesDarker,55000000,114434010,,Uni.,267000000,208.0618363636364,59434010,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-11,CaptainPhillips,55000000,107136417,"Biography,Drama,Thriller",Sony,111700000,194.79348545454545,52136417,Autumn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017-11-10,MurderontheOrientExpress,55000000,102826543,"Crime,Drama,Mystery",,,186.9573509090909,47826543,Autumn,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2014-09-26,TheEqualizer,55000000,101530738,"Action,Crime,Thriller",Sony,90800000,184.60134181818185,46530738,Autumn,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-02-09,FiftyShadesFreed,55000000,100407760,,Uni.,271500000,182.55956363636363,45407760,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-09,DateNight,55000000,98711404,"Comedy,Crime,Romance",Fox,53600000,179.47528,43711404,Spring,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2015-01-16,Paddington,55000000,76223578,,W/Dim.,191800000,138.58832363636364,21223578,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-17,MrPopperssPenguins,55000000,68224452,,,,124.04445818181816,13224452,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-01,FreeBirds,55000000,55750480,,Rela.,54600000,101.36450909090908,750480,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-21,MuppetsMostWanted,55000000,51178893,,BV,29200000,93.05253272727272,-3821107,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-19,KuboandtheTwoStrings,55000000,48023088,"Action,Adventure,Animation",Focus,21900000,87.31470545454546,-6976912,Summer,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-11-24,Burlesque,55000000,39440655,,SGem,50100000,71.71028181818183,-15559345,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-27,TheWatch,55000000,34353000,"Action,Comedy,Horror",Fox,32900000,62.46000000000001,-20647000,Summer,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-02-23,Annihilation,55000000,32732301,,,,59.51327454545454,-22267699,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-16,CrimsonPeak,55000000,31090320,"Drama,Fantasy,Horror",Uni.,43600000,56.52785454545455,-23909680,Autumn,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2012-04-27,ThePiratesBandofMisfits,55000000,31051126,,Sony,92000000,56.45659272727273,-23948874,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-01,BullettotheHead,55000000,9489829,,WB,,17.254234545454544,-45510171,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-18,BlackMass,53000000,62575678,"Biography,Crime,Drama",WB,37200000,118.06731698113207,9575678,Autumn,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2012-12-19,ZeroDarkThirty,52500000,95720716,"Drama,Thriller",Sony,37100000,182.3251733333333,43220716,Winter,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010-02-12,ValentinesDay,52000000,110485654,"Comedy,Romance",WB (NL),106000000,212.47241153846156,58485654,Winter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-08-05,TheChangeUp,52000000,37243418,"Comedy,Fantasy",Uni.,38400000,71.62195769230769,-14756582,Summer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-05,FromParisWithLove,52000000,24077427,,,,46.30274423076924,-27922573,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-17,Alpha,51000000,35851379,,Studio 8,62300000,70.29682156862745,-15148621,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-04,TheAdjustmentBureau,50200000,62495645,"Romance,Sci-Fi,Thriller",Uni.,65400000,124.49331673306774,12295645,Spring,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2012-06-29,Ted,50000000,218665740,"Comedy,Fantasy",Uni.,330600000,437.33148,168665740,Summer,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06-13,22JumpStreet,50000000,191719337,"Action,Comedy,Crime",Sony,139600000,383.43867400000005,141719337,Summer,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-12-25,DaddyâsHome,50000000,150357137,,,,300.71427400000005,100357137,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17,CentralIntelligence,50000000,127440871,"Action,Comedy,Crime",WB (NL),89500000,254.881742,77440871,Summer,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-12-18,Anchorman2TheLegendContinues,50000000,127352707,Comedy,Par.,46300000,254.705414,77352707,Winter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-10,Super8,50000000,127004179,"Mystery,Sci-Fi,Thriller",Par.,133100000,254.008358,77004179,Summer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2018-11-21,CreedII,50000000,115715889,,MGM,98300000,231.43177799999998,65715889,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
