release_date,movie,production_budget,domestic_gross,genres,studio,foreign_gross,domestic_ROI_percent,domestic_Profit,Seasons,Adventure,,Thriller,Fantasy,History,Comedy,Western,Action,War,Sport,Crime,Horror,Musical,Drama,Music,Animation,Mystery,Biography,Family,Sci-Fi,Romance
2013-10-18,12YearsaSlave,20000000,56671993,"Biography,Drama,History",FoxS,131100000,283.359965,36671993,Autumn,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016-06-03,MeBeforeYou,20000000,56245075,"Drama,Romance",WB (NL),152100000,281.225375,36245075,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2016-04-15,BarbershopTheNextCut,20000000,54030051,,WB (NL),1000000,270.150255,34030051,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-14,ASimpleFavor,20000000,53548586,,LGF,44100000,267.74293,33548586,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-09,Selma,20000000,52076908,,Par.,14700000,260.38454,32076908,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-20,TylerPerryâsBoo2AMadeaHalloween,20000000,47319572,,,,236.59786,27319572,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-06,Spotlight,20000000,45055776,"Crime,Drama",ORF,53200000,225.27888,25055776,Autumn,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2018-03-30,Acrimony,20000000,43549096,,,,217.74548,23549096,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-26,Max,20000000,42656255,,,,213.281275,22656255,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-17,TheStar,20000000,40847995,,Sony,22000000,204.239975,20847995,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-27,Nerve,20000000,38583626,"Action,Adventure,Crime",LGF,46700000,192.91813,18583626,Summer,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-02-19,Risen,20000000,36880033,,Sony,9200000,184.400165,16880033,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-18,VampiresSuck,20000000,36661504,,Fox,43900000,183.30752,16661504,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-01,TheAmerican,20000000,35606376,,Focus,32299999,178.03188,15606376,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-04,AVeryHaroldKumar3DChristmas,20000000,35061031,,WB,326000,175.30515499999996,15061031,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-04,TexasChainsaw3D,20000000,34341945,,LGF,12900000,171.709725,14341945,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-19,ThisisWhereILeaveYou,20000000,34296320,,WB,7000000,171.4816,14296320,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-12,ScaryMovieV,20000000,32015787,,,,160.078935,12015787,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-12,ShesOutofMyLeague,20000000,32010860,"Comedy,Romance",Par.,17800000,160.0543,12010860,Spring,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-08-31,TheDebt,20000000,31177548,,Focus,14500000,155.88773999999998,11177548,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-08,Daybreakers,20000000,30101577,,LGF,21300000,150.50788500000004,10101577,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-23,TheWorldsEnd,20000000,26004851,"Action,Comedy,Sci-Fi",Focus,20100000,130.024255,6004851,Summer,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-09-24,YouAgain,20000000,25702053,,BV,6300000,128.510265,5702053,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-17,AlphaandOmega3D,20000000,25107267,,,,125.536335,5107267,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-25,OntheBasisofSex,20000000,24622687,,Focus,13600000,123.113435,4622687,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-14,EndlessLove,20000000,23438250,,,,117.19125,3438250,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-01,MonteCarlo,20000000,23186769,,Fox,16500000,115.933845,3186769,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-16,RoughNight,20000000,22105643,,Sony,25200000,110.52821499999999,2105643,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-20,SecretinTheirEyes,20000000,20180155,,,,100.900775,180155,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-26,SilentHillRevelation3D,20000000,17530219,,ORF,34800000,87.651095,-2469781,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-31,TheZookeeperâsWife,20000000,17445186,,,,87.22592999999998,-2554814,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-29,Flatliners,20000000,16883115,,,,84.415575,-3116885,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-13,Lockout,20000000,14326865,,FD,17900000,71.634325,-5673135,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-30,WhatsYourNumber,20000000,14011084,,Fox,16399999,70.05542,-5988916,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-30,Burnt,20000000,13651946,,Wein.,23000000,68.25972999999999,-6348054,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-26,Triple9,20000000,12639297,,ORF,10500000,63.196484999999996,-7360703,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-02,TheLightBetweenOceans,20000000,12545979,,BV,13400000,62.72989499999999,-7454021,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-01,LetMeIn,20000000,12134935,"Drama,Fantasy,Horror",Over.,12000000,60.674675,-7865065,Autumn,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2016-06-03,PopstarNeverStopNeverStopping,20000000,9496130,,,,47.48065,-10503870,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-27,ThankYouforYourService,20000000,9479390,,,,47.39695,-10520610,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-20,BattleoftheYear,20000000,8888355,,SGem,7700000,44.441775,-11111645,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-29,RatchetandClank,20000000,8813410,,,,44.06705,-11186590,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-12,InherentVice,20000000,8110975,,WB,6600000,40.554875,-11889025,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-11,MacheteKills,20000000,8008161,,ORF,7000000,40.040805,-11991839,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-24,LittleBoy,20000000,6485961,,ORF,,32.429805,-13514039,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-26,ChasingMavericks,20000000,6002756,,Fox,600,30.01378,-13997244,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-31,AMostViolentYear,20000000,5749134,,A24,6300000,28.74567,-14250866,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-23,ADangerousMethod,20000000,5702083,,SPC,21800000,28.510415,-14297917,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-26,HandsofStone,20000000,4712792,,Wein.,,23.56396,-15287208,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-07,TheColdLightofDay,20000000,3763583,,LG/S,13100000,18.817915,-16236417,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-26,Suspiria,20000000,2483472,,Amazon,5400000,12.41736,-17516528,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-03,LBJ,20000000,2468683,,,,12.343415,-17531317,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,MyAllAmerican,20000000,2246000,,,,11.23,-17754000,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-29,DylanDogDeadofNight,20000000,1186538,,OMNI/FSR,3400000,5.93269,-18813462,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-29,TheOogielovesintheBIGBalloonAdventure,20000000,1065907,,,,5.329535,-18934093,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-06,MiddleMen,20000000,754301,,,,3.7715050000000003,-19245699,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-28,JÃ¬yÃ¬dÃ shÄ«,20000000,587470,,,,2.93735,-19412530,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-03,AllGoodThings,20000000,582024,,Magn.,62500,2.91012,-19417976,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,BytheSea,20000000,538460,,Uni.,2800000,2.6923,-19461540,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-10,TheTempest,20000000,277943,,Mira.,68700,1.389715,-19722057,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-30,Regression,20000000,55039,,W/Dim.,17600000,0.27519499999999997,-19944961,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-31,Zambezia,20000000,0,,,,0.0,-20000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-13,ThreeKingdomsResurrectionoftheDragon,20000000,0,,,,0.0,-20000000,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-29,Survivor,20000000,0,,,,0.0,-20000000,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-18,TheHistoryofLove,20000000,0,,,,0.0,-20000000,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-29,DwegonsandLeprechauns,20000000,0,,,,0.0,-20000000,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-22,FightValley,20000000,0,,,,0.0,-20000000,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-31,TheThousandMiles,20000000,0,,,,0.0,-20000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-13,BirdBox,19800000,0,,,,0.0,-19800000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-01,TheShapeofWater,19500000,63859435,"Adventure,Drama,Fantasy",FoxS,131400000,327.48428205128204,44359435,Winter,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-11-23,Derouilleetdâos,19500000,2061449,,,,10.571533333333333,-17438551,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-23,TheFrozenGround,19200000,0,,,,0.0,-19200000,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-29,TheDevilsDouble,19100000,1361512,,LGF,,7.1283350785340325,-17738488,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-24,BadTeacher,19000000,100292856,"Comedy,Romance",Sony,115900000,527.8571368421052,81292856,Summer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-08-12,SausageParty,19000000,97670358,"Adventure,Animation,Comedy",Sony,43000000,514.0545157894737,78670358,Summer,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-02-26,TheCrazies,19000000,39123589,"Horror,Thriller",Over.,15700000,205.91362631578946,20123589,Winter,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-11-02,NobodyâsFool,19000000,31713110,,,,166.91110526315788,12713110,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-20,TheSwitch,19000000,27758465,,Mira.,22100000,146.0971842105263,8758465,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-08,LeapYear,19000000,25918920,,Uni.,6700000,136.41536842105265,6918920,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-08,TheBookThief,19000000,21488481,"Drama,War",Fox,55100000,113.09726842105265,2488481,Autumn,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2011-03-04,TakeMeHomeTonight,19000000,6928068,,Rela.,,36.46351578947368,-12071932,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-28,WontBackDown,19000000,5310554,,Fox,,27.95028421052632,-13689446,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-01,ActionPoint,19000000,5059608,,,,26.62951578947369,-13940392,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-13,GeorgeBalanchinesTheNutcracker,19000000,2119994,,,,11.157863157894738,-16880006,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-08,OutoftheInferno,19000000,0,,,,0.0,-19000000,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09,Neighbors,18000000,150086800,Comedy,Uni.,120500000,833.8155555555555,132086800,Spring,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-25,MyBigFatGreekWedding2,18000000,59689605,,Uni.,29200000,331.60891666666663,41689605,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-11,ThePerfectGuy,18000000,57027435,,SGem,3200000,316.81908333333337,39027435,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-25,DiaryofaWimpyKidRodrickRules,18000000,52698535,,Fox,19700000,292.7696388888889,34698535,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-08,SoulSurfer,18000000,43853424,,TriS,3200000,243.63013333333333,25853424,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-29,UncleDrew,18000000,42469946,,LG/S,4200000,235.9441444444444,24469946,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-17,BirdmanorTheUnexpectedVirtueofIgnorance,18000000,42340598,"Comedy,Drama",,,235.22554444444444,24340598,Autumn,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013-07-26,BlueJasmine,18000000,33404871,Drama,SPC,64099999,185.58261666666667,15404871,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015-08-07,RickiandtheFlash,18000000,26839498,,TriS,14500000,149.1083222222222,8839498,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-13,LovetheCoopers,18000000,26302731,,LGF,16100000,146.12628333333333,8302731,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-28,TheCircle,18000000,20497844,,,,113.87691111111113,2497844,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-05,127Hours,18000000,18335230,"Adventure,Biography,Drama",FoxS,42400000,101.86238888888892,335230,Autumn,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016-01-15,NormoftheNorth,18000000,17062499,,LGF,,94.79166111111113,-937501,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-16,Jobs,18000000,16131410,,ORF,19800000,89.61894444444445,-1868590,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-08,YouthinRevolt,18000000,15285588,,W/Dim.,4400000,84.91993333333333,-2714412,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-25,AndSoItGoes,18000000,15160801,,CE,10200000,84.22667222222222,-2839199,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-31,LaborDay,18000000,13371528,,Par.,6900000,74.28626666666666,-4628472,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-30,Getaway,18000000,10501938,,,,58.3441,-7498062,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-15,TheLastStation,18000000,6617867,,SPC,6900000,36.76592777777777,-11382133,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-20,MaosLastDancer,18000000,4806750,,Gold.,17500000,26.70416666666667,-13193250,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-11,TheRailwayMan,18000000,4438438,,Wein.,17900000,24.657988888888887,-13561562,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-18,MidnightSpecial,18000000,3712282,,WB,2500000,20.623788888888893,-14287718,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-25,MissSloane,18000000,3500605,,EC,5600000,19.447805555555554,-14499395,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-27,MetallicaThroughtheNever,18000000,3419967,,PH,4600000,18.999816666666668,-14580033,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-17,T2Trainspotting,18000000,2402004,,TriS,39300000,13.344466666666666,-15597996,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,Phantom,18000000,1034589,,,,5.747716666666667,-16965411,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-15,Carlos,18000000,145526,,IFC,726000,0.8084777777777777,-17854474,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-15,IAmWrath,18000000,0,,,,0.0,-18000000,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-14,Wolves,18000000,0,,KE,,0.0,-18000000,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-22,ThePrince,18000000,0,,,,0.0,-18000000,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-19,Forsaken,18000000,0,,,,0.0,-18000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-13,RedLights,17700000,49521,,,,0.2797796610169492,-17650479,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-27,BlackNativity,17500000,7018188,,FoxS,436000,40.10393142857143,-10481812,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06,AQuietPlace,17000000,188024361,,Par.,152900000,1106.0256529411763,171024361,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-13,LetâsBeCops,17000000,82390774,,,,484.6516117647059,65390774,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-15,TheBestManHoliday,17000000,70525195,,Uni.,2300000,414.85408823529417,53525195,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-28,PitchPerfect,17000000,65001093,"Comedy,Music,Romance",Uni.,50300000,382.35937058823527,48001093,Autumn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2013-04-05,EvilDead,17000000,54239856,"Fantasy,Horror,Thriller",,,319.05797647058824,37239856,Spring,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-10-29,Saw3D,17000000,45710178,,LGF,90400000,268.8834,28710178,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-20,McFarlandUSA,17000000,44480275,,BV,1200000,261.6486764705882,27480275,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-11,AlmostChristmas,17000000,42065185,,Uni.,422000,247.44226470588242,25065185,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-04,Beastly,17000000,27865571,,CBS,15300000,163.91512352941174,10865571,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-05,BrooklynsFinest,17000000,27163593,,Over.,9300000,159.7858411764706,10163593,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-20,LotteryTicket,17000000,24719879,,,,145.41105294117648,7719879,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-24,TheApparition,17000000,4936819,,WB,4700000,29.040111764705888,-12063181,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-25,Lillusionniste,17000000,2231474,,,,13.126317647058823,-14768526,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10,Genius,17000000,1361045,,RAtt.,4300000,8.006147058823531,-15638955,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-26,EscobarParadiseLost,17000000,195792,,RTWC,3600000,1.1517176470588235,-16804208,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-26,Munelegardiendelalune,17000000,0,,,,0.0,-17000000,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-11,TheYoungMessiah,16800000,6469813,,Focus,,38.510791666666655,-10330187,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-25,MoonriseKingdom,16000000,45512466,"Adventure,Comedy,Drama",Focus,22800000,284.4529125,29512466,Spring,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-11-25,TheArtist,16000000,44667095,"Comedy,Drama,Romance",Wein.,88800000,279.16934375,28667095,Autumn,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2011-02-04,TheRoommate,16000000,37300107,,SGem,3200000,233.12566875,21300107,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-13,Superfly,16000000,20537137,,Sony,236000,128.35710625000002,4537137,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-12,RememberMe,16000000,19068240,"Drama,Romance",Sum.,37000000,119.1765,3068240,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2014-10-03,LeftBehind,16000000,14019924,,,,87.62452499999998,-1980076,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-29,PeopleLikeUs,16000000,12431792,,BV,,77.6987,-3568208,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-18,BleedforThis,16000000,5083906,,ORF,,31.7744125,-10916094,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-14,TheHomesman,16000000,2429989,,Saban,,15.18743125,-13570011,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-05,Trance,16000000,2322593,"Crime,Drama,Mystery",FoxS,21900000,14.51620625,-13677407,Spring,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2014-05-16,TheImmigrant,16000000,2013456,,Wein.,3800000,12.5841,-13986544,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-01,MenWomenandChildren,16000000,705908,,,,4.411925,-15294092,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-24,EntertheVoid,16000000,337997,,IFC,418000,2.11248125,-15662003,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-02,Vamps,16000000,3361,,,,0.02100625,-15996639,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-11,Haeundae,16000000,0,,,,0.0,-16000000,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-09,HachikoADogsStory,16000000,0,,,,0.0,-16000000,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-31,Zulu,16000000,0,,,,0.0,-16000000,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-21,SecondAct,15700000,39282227,,STX,33000000,250.20526751592357,23582227,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-26,TheYellowHandkerchief,15500000,318623,,,,2.055632258064516,-15181377,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-26,TheKingâsSpeech,15000000,138797449,,,,925.3163266666667,123797449,Autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
